[step],total-discharged,total-recovered,patient-deaths,successful-antibiotics,total-antibiotic-failures,total-mutations
486,87.48148148148148,79.11111111111111,0.37037037037037035,79.11111111111111,1.1111111111111112,77.0
487,87.48148148148148,79.29629629629629,0.4074074074074074,79.29629629629629,1.037037037037037,77.07407407407408
488,87.5925925925926,79.4074074074074,0.4074074074074074,79.4074074074074,1.0,77.11111111111111
489,87.66666666666667,79.70370370370371,0.4074074074074074,79.70370370370371,1.0,77.14814814814815
490,87.81481481481481,79.96296296296296,0.4074074074074074,79.96296296296296,0.9259259259259259,77.22222222222223
491,87.81481481481481,80.0,0.4074074074074074,80.0,0.9259259259259259,77.4074074074074
492,87.88888888888889,80.03703703703704,0.4074074074074074,80.03703703703704,0.9629629629629629,77.51851851851852
493,88.03703703703704,80.18518518518519,0.4074074074074074,80.18518518518519,0.9629629629629629,77.5925925925926
494,88.07407407407408,80.25925925925925,0.4074074074074074,80.25925925925925,0.9629629629629629,77.62962962962963
495,88.18518518518519,80.44444444444444,0.4074074074074074,80.44444444444444,0.9259259259259259,77.74074074074075
496,88.22222222222223,80.51851851851852,0.4074074074074074,80.51851851851852,0.9259259259259259,77.74074074074075
497,88.37037037037037,80.55555555555556,0.4074074074074074,80.55555555555556,0.9259259259259259,77.85185185185185
498,88.44444444444444,80.62962962962963,0.4074074074074074,80.62962962962963,0.8888888888888888,77.92592592592592
499,88.48148148148148,80.70370370370371,0.4074074074074074,80.70370370370371,0.8888888888888888,77.96296296296296
500,88.5925925925926,80.77777777777777,0.4074074074074074,80.77777777777777,0.8888888888888888,78.0
501,88.77777777777777,80.77777777777777,0.4074074074074074,80.77777777777777,0.8888888888888888,78.07407407407408
502,89.0,80.96296296296296,0.4074074074074074,80.96296296296296,0.8148148148148148,78.11111111111111
503,89.11111111111111,81.03703703703704,0.4074074074074074,81.03703703703704,0.8518518518518519,78.18518518518519
504,89.22222222222223,81.07407407407408,0.4444444444444444,81.07407407407408,0.8518518518518519,78.22222222222223
505,89.25925925925925,81.14814814814815,0.4444444444444444,81.14814814814815,0.8518518518518519,78.22222222222223
506,89.48148148148148,81.25925925925925,0.4444444444444444,81.25925925925925,0.8888888888888888,78.22222222222223
507,89.62962962962963,81.25925925925925,0.4444444444444444,81.25925925925925,0.9629629629629629,78.25925925925925
508,89.70370370370371,81.37037037037037,0.4444444444444444,81.37037037037037,0.9259259259259259,78.25925925925925
509,89.85185185185185,81.48148148148148,0.4444444444444444,81.48148148148148,0.9259259259259259,78.29629629629629
510,90.07407407407408,81.62962962962963,0.4444444444444444,81.62962962962963,0.9259259259259259,78.29629629629629
511,90.07407407407408,81.70370370370371,0.4444444444444444,81.70370370370371,1.0,78.33333333333333
512,90.22222222222223,81.77777777777777,0.4444444444444444,81.77777777777777,1.037037037037037,78.51851851851852
513,90.37037037037037,81.92592592592592,0.4444444444444444,81.92592592592592,1.0740740740740742,78.51851851851852
514,90.4074074074074,82.07407407407408,0.4444444444444444,82.07407407407408,1.0740740740740742,78.51851851851852
515,90.55555555555556,82.14814814814815,0.4444444444444444,82.14814814814815,1.1111111111111112,78.51851851851852
516,90.5925925925926,82.18518518518519,0.4444444444444444,82.18518518518519,1.1111111111111112,78.51851851851852
517,90.5925925925926,82.29629629629629,0.4444444444444444,82.29629629629629,1.1481481481481481,78.5925925925926
518,90.70370370370371,82.48148148148148,0.4444444444444444,82.48148148148148,1.1481481481481481,78.5925925925926
519,90.77777777777777,82.62962962962963,0.4444444444444444,82.62962962962963,1.1481481481481481,78.66666666666667
520,90.92592592592592,82.66666666666667,0.4444444444444444,82.66666666666667,1.1481481481481481,78.66666666666667
521,91.0,82.77777777777777,0.4444444444444444,82.77777777777777,1.1481481481481481,78.66666666666667
522,91.03703703703704,83.0,0.4444444444444444,83.0,1.1851851851851851,78.66666666666667
523,91.18518518518519,83.11111111111111,0.4444444444444444,83.11111111111111,1.2222222222222223,78.74074074074075
524,91.25925925925925,83.25925925925925,0.4444444444444444,83.25925925925925,1.1481481481481481,78.74074074074075
525,91.33333333333333,83.29629629629629,0.4444444444444444,83.29629629629629,1.1481481481481481,78.74074074074075
526,91.44444444444444,83.44444444444444,0.4444444444444444,83.44444444444444,1.1111111111111112,78.85185185185185
527,91.51851851851852,83.55555555555556,0.4444444444444444,83.55555555555556,1.0740740740740742,78.88888888888889
528,91.62962962962963,83.70370370370371,0.4444444444444444,83.70370370370371,1.037037037037037,78.92592592592592
529,91.62962962962963,83.74074074074075,0.4444444444444444,83.74074074074075,1.037037037037037,78.92592592592592
530,91.77777777777777,83.85185185185185,0.4444444444444444,83.85185185185185,1.1111111111111112,78.96296296296296
531,91.85185185185185,83.85185185185185,0.4444444444444444,83.85185185185185,1.1481481481481481,79.03703703703704
532,91.92592592592592,83.88888888888889,0.4444444444444444,83.88888888888889,1.1851851851851851,79.07407407407408
533,91.96296296296296,84.11111111111111,0.4444444444444444,84.11111111111111,1.1851851851851851,79.11111111111111
534,92.0,84.14814814814815,0.4444444444444444,84.14814814814815,1.2222222222222223,79.18518518518519
535,92.22222222222223,84.33333333333333,0.4444444444444444,84.33333333333333,1.2222222222222223,79.18518518518519
536,92.4074074074074,84.33333333333333,0.4444444444444444,84.33333333333333,1.2222222222222223,79.18518518518519
537,92.48148148148148,84.44444444444444,0.4444444444444444,84.44444444444444,1.2222222222222223,79.18518518518519
538,92.5925925925926,84.48148148148148,0.4444444444444444,84.48148148148148,1.2222222222222223,79.22222222222223
539,92.62962962962963,84.5925925925926,0.4444444444444444,84.5925925925926,1.2222222222222223,79.22222222222223
540,92.70370370370371,84.74074074074075,0.4444444444444444,84.74074074074075,1.2222222222222223,79.22222222222223
541,92.74074074074075,84.85185185185185,0.4444444444444444,84.85185185185185,1.2222222222222223,79.29629629629629
542,92.74074074074075,85.07407407407408,0.4444444444444444,85.07407407407408,1.2222222222222223,79.29629629629629
543,92.77777777777777,85.14814814814815,0.4444444444444444,85.14814814814815,1.2222222222222223,79.4074074074074
544,92.85185185185185,85.14814814814815,0.4444444444444444,85.14814814814815,1.2592592592592593,79.48148148148148
545,93.03703703703704,85.22222222222223,0.4444444444444444,85.22222222222223,1.2592592592592593,79.51851851851852
546,93.07407407407408,85.25925925925925,0.4444444444444444,85.25925925925925,1.3333333333333333,79.62962962962963
547,93.22222222222223,85.4074074074074,0.4444444444444444,85.4074074074074,1.3333333333333333,79.62962962962963
548,93.29629629629629,85.44444444444444,0.4444444444444444,85.44444444444444,1.3333333333333333,79.66666666666667
549,93.48148148148148,85.44444444444444,0.4444444444444444,85.44444444444444,1.3333333333333333,79.66666666666667
550,93.48148148148148,85.62962962962963,0.4444444444444444,85.62962962962963,1.3333333333333333,79.66666666666667
551,93.51851851851852,85.88888888888889,0.4444444444444444,85.88888888888889,1.2962962962962963,79.70370370370371
552,93.70370370370371,85.96296296296296,0.4444444444444444,85.96296296296296,1.2962962962962963,79.70370370370371
553,93.92592592592592,86.0,0.4444444444444444,86.0,1.2962962962962963,79.70370370370371
554,94.03703703703704,86.0,0.4444444444444444,86.0,1.2962962962962963,79.70370370370371
555,94.11111111111111,86.14814814814815,0.4444444444444444,86.14814814814815,1.2962962962962963,79.74074074074075
556,94.14814814814815,86.22222222222223,0.4444444444444444,86.22222222222223,1.3703703703703705,79.77777777777777
557,94.4074074074074,86.37037037037037,0.4444444444444444,86.37037037037037,1.4074074074074074,79.77777777777777
558,94.48148148148148,86.51851851851852,0.4444444444444444,86.51851851851852,1.3703703703703705,79.77777777777777
559,94.62962962962963,86.5925925925926,0.4444444444444444,86.5925925925926,1.3333333333333333,79.77777777777777
560,94.70370370370371,86.62962962962963,0.4444444444444444,86.62962962962963,1.3333333333333333,79.77777777777777
561,94.74074074074075,86.70370370370371,0.4444444444444444,86.70370370370371,1.3703703703703705,79.77777777777777
562,94.77777777777777,86.85185185185185,0.4444444444444444,86.85185185185185,1.3333333333333333,79.81481481481481
563,94.88888888888889,87.0,0.4444444444444444,87.0,1.3333333333333333,79.81481481481481
564,95.03703703703704,87.07407407407408,0.4444444444444444,87.07407407407408,1.3333333333333333,79.81481481481481
565,95.18518518518519,87.22222222222223,0.4444444444444444,87.22222222222223,1.3333333333333333,79.81481481481481
566,95.29629629629629,87.4074074074074,0.4444444444444444,87.4074074074074,1.2962962962962963,79.85185185185185
567,95.48148148148148,87.48148148148148,0.4444444444444444,87.48148148148148,1.3333333333333333,79.85185185185185
568,95.55555555555556,87.55555555555556,0.4444444444444444,87.55555555555556,1.3703703703703705,79.85185185185185
569,95.77777777777777,87.55555555555556,0.4444444444444444,87.55555555555556,1.4074074074074074,79.85185185185185
570,95.85185185185185,87.85185185185185,0.4444444444444444,87.85185185185185,1.3703703703703705,79.88888888888889
571,95.92592592592592,87.88888888888889,0.4444444444444444,87.88888888888889,1.3703703703703705,79.88888888888889
572,96.11111111111111,87.88888888888889,0.4444444444444444,87.88888888888889,1.3703703703703705,79.88888888888889
573,96.18518518518519,88.03703703703704,0.4444444444444444,88.03703703703704,1.2962962962962963,79.96296296296296
574,96.37037037037037,88.29629629629629,0.4444444444444444,88.29629629629629,1.3703703703703705,79.96296296296296
575,96.51851851851852,88.48148148148148,0.4444444444444444,88.48148148148148,1.3703703703703705,79.96296296296296
576,96.5925925925926,88.70370370370371,0.4444444444444444,88.70370370370371,1.3703703703703705,79.96296296296296
577,96.62962962962963,88.74074074074075,0.4444444444444444,88.74074074074075,1.3703703703703705,79.96296296296296
578,96.70370370370371,88.92592592592592,0.4444444444444444,88.92592592592592,1.4074074074074074,79.96296296296296
579,96.81481481481481,88.96296296296296,0.4444444444444444,88.96296296296296,1.4444444444444444,79.96296296296296
580,96.88888888888889,89.18518518518519,0.4444444444444444,89.18518518518519,1.4444444444444444,80.0
581,97.0,89.22222222222223,0.4444444444444444,89.22222222222223,1.4444444444444444,80.0
582,97.11111111111111,89.33333333333333,0.48148148148148145,89.33333333333333,1.4074074074074074,80.0
583,97.29629629629629,89.44444444444444,0.48148148148148145,89.44444444444444,1.3333333333333333,80.03703703703704
584,97.29629629629629,89.51851851851852,0.48148148148148145,89.51851851851852,1.2592592592592593,80.03703703703704
585,97.4074074074074,89.55555555555556,0.48148148148148145,89.55555555555556,1.3333333333333333,80.07407407407408
586,97.48148148148148,89.74074074074075,0.48148148148148145,89.74074074074075,1.2592592592592593,80.11111111111111
587,97.66666666666667,89.81481481481481,0.48148148148148145,89.81481481481481,1.2592592592592593,80.11111111111111
588,97.81481481481481,89.85185185185185,0.48148148148148145,89.85185185185185,1.2592592592592593,80.14814814814815
589,98.11111111111111,89.85185185185185,0.48148148148148145,89.85185185185185,1.2962962962962963,80.14814814814815
590,98.37037037037037,89.92592592592592,0.48148148148148145,89.92592592592592,1.2962962962962963,80.14814814814815
591,98.4074074074074,90.03703703703704,0.48148148148148145,90.03703703703704,1.2222222222222223,80.14814814814815
592,98.44444444444444,90.14814814814815,0.48148148148148145,90.14814814814815,1.2222222222222223,80.18518518518519
593,98.5925925925926,90.18518518518519,0.48148148148148145,90.18518518518519,1.2222222222222223,80.18518518518519
594,98.66666666666667,90.33333333333333,0.48148148148148145,90.33333333333333,1.2222222222222223,80.22222222222223
595,98.85185185185185,90.48148148148148,0.48148148148148145,90.48148148148148,1.1851851851851851,80.22222222222223
596,98.92592592592592,90.62962962962963,0.48148148148148145,90.62962962962963,1.1481481481481481,80.22222222222223
597,99.0,90.77777777777777,0.48148148148148145,90.77777777777777,1.037037037037037,80.22222222222223
598,99.07407407407408,90.96296296296296,0.48148148148148145,90.96296296296296,1.0740740740740742,80.22222222222223
599,99.14814814814815,91.03703703703704,0.48148148148148145,91.03703703703704,1.037037037037037,80.25925925925925
600,99.22222222222223,91.03703703703704,0.48148148148148145,91.03703703703704,1.0740740740740742,80.25925925925925
601,99.22222222222223,91.11111111111111,0.48148148148148145,91.11111111111111,1.0740740740740742,80.25925925925925
602,99.4074074074074,91.29629629629629,0.48148148148148145,91.29629629629629,1.0740740740740742,80.25925925925925
603,99.48148148148148,91.44444444444444,0.48148148148148145,91.44444444444444,1.0740740740740742,80.29629629629629
604,99.51851851851852,91.44444444444444,0.48148148148148145,91.44444444444444,1.1111111111111112,80.29629629629629
605,99.5925925925926,91.51851851851852,0.48148148148148145,91.51851851851852,1.1111111111111112,80.33333333333333
606,99.70370370370371,91.66666666666667,0.48148148148148145,91.66666666666667,1.1111111111111112,80.33333333333333
607,99.70370370370371,91.74074074074075,0.48148148148148145,91.74074074074075,1.1481481481481481,80.33333333333333
608,99.81481481481481,91.74074074074075,0.48148148148148145,91.74074074074075,1.1851851851851851,80.33333333333333
609,99.92592592592592,91.92592592592592,0.48148148148148145,91.92592592592592,1.1481481481481481,80.33333333333333
610,100.07407407407408,92.0,0.48148148148148145,92.0,1.1111111111111112,80.37037037037037
611,100.14814814814815,92.14814814814815,0.48148148148148145,92.14814814814815,1.0740740740740742,80.37037037037037
612,100.22222222222223,92.22222222222223,0.48148148148148145,92.22222222222223,1.1111111111111112,80.37037037037037
613,100.37037037037037,92.33333333333333,0.48148148148148145,92.33333333333333,1.1481481481481481,80.37037037037037
614,100.51851851851852,92.48148148148148,0.48148148148148145,92.48148148148148,1.2222222222222223,80.37037037037037
615,100.5925925925926,92.62962962962963,0.48148148148148145,92.62962962962963,1.3703703703703705,80.4074074074074
616,100.62962962962963,92.70370370370371,0.48148148148148145,92.70370370370371,1.3703703703703705,80.4074074074074
617,100.74074074074075,92.81481481481481,0.48148148148148145,92.81481481481481,1.3703703703703705,80.4074074074074
618,100.92592592592592,92.96296296296296,0.48148148148148145,92.96296296296296,1.3333333333333333,80.4074074074074
619,101.07407407407408,93.11111111111111,0.48148148148148145,93.11111111111111,1.3333333333333333,80.4074074074074
620,101.11111111111111,93.22222222222223,0.48148148148148145,93.22222222222223,1.3333333333333333,80.4074074074074
621,101.22222222222223,93.37037037037037,0.48148148148148145,93.37037037037037,1.3333333333333333,80.4074074074074
622,101.44444444444444,93.51851851851852,0.48148148148148145,93.51851851851852,1.3333333333333333,80.4074074074074
623,101.55555555555556,93.5925925925926,0.48148148148148145,93.5925925925926,1.3333333333333333,80.4074074074074
624,101.70370370370371,93.70370370370371,0.48148148148148145,93.70370370370371,1.3703703703703705,80.44444444444444
625,101.74074074074075,93.77777777777777,0.48148148148148145,93.77777777777777,1.3333333333333333,80.55555555555556
626,101.88888888888889,93.88888888888889,0.48148148148148145,93.88888888888889,1.2962962962962963,80.5925925925926
627,102.0,93.96296296296296,0.48148148148148145,93.96296296296296,1.3333333333333333,80.5925925925926
628,102.14814814814815,94.03703703703704,0.48148148148148145,94.03703703703704,1.3333333333333333,80.5925925925926
629,102.18518518518519,94.14814814814815,0.48148148148148145,94.14814814814815,1.3333333333333333,80.62962962962963
630,102.29629629629629,94.33333333333333,0.48148148148148145,94.33333333333333,1.2962962962962963,80.70370370370371
631,102.29629629629629,94.37037037037037,0.48148148148148145,94.37037037037037,1.2962962962962963,80.70370370370371
632,102.33333333333333,94.55555555555556,0.48148148148148145,94.55555555555556,1.2962962962962963,80.81481481481481
633,102.55555555555556,94.70370370370371,0.48148148148148145,94.70370370370371,1.2962962962962963,80.81481481481481
634,102.5925925925926,94.74074074074075,0.48148148148148145,94.74074074074075,1.2962962962962963,80.81481481481481
635,102.77777777777777,94.92592592592592,0.48148148148148145,94.92592592592592,1.2592592592592593,80.85185185185185
636,102.77777777777777,95.03703703703704,0.48148148148148145,95.03703703703704,1.2592592592592593,80.92592592592592
637,102.88888888888889,95.18518518518519,0.48148148148148145,95.18518518518519,1.2592592592592593,80.96296296296296
638,102.92592592592592,95.25925925925925,0.48148148148148145,95.25925925925925,1.2962962962962963,80.96296296296296
639,103.03703703703704,95.37037037037037,0.48148148148148145,95.37037037037037,1.2962962962962963,81.0
640,103.18518518518519,95.51851851851852,0.48148148148148145,95.51851851851852,1.2962962962962963,81.0
641,103.29629629629629,95.62962962962963,0.48148148148148145,95.62962962962963,1.3703703703703705,81.0
642,103.51851851851852,95.77777777777777,0.48148148148148145,95.77777777777777,1.3703703703703705,81.03703703703704
643,103.5925925925926,95.77777777777777,0.48148148148148145,95.77777777777777,1.4074074074074074,81.07407407407408
644,103.5925925925926,95.85185185185185,0.48148148148148145,95.85185185185185,1.3333333333333333,81.07407407407408
645,103.66666666666667,95.96296296296296,0.48148148148148145,95.96296296296296,1.3703703703703705,81.07407407407408
646,103.70370370370371,96.03703703703704,0.48148148148148145,96.03703703703704,1.3333333333333333,81.11111111111111
647,103.85185185185185,96.18518518518519,0.48148148148148145,96.18518518518519,1.3333333333333333,81.11111111111111
648,103.88888888888889,96.29629629629629,0.48148148148148145,96.29629629629629,1.3333333333333333,81.11111111111111
649,103.88888888888889,96.33333333333333,0.48148148148148145,96.33333333333333,1.3333333333333333,81.11111111111111
650,104.07407407407408,96.44444444444444,0.48148148148148145,96.44444444444444,1.3333333333333333,81.14814814814815
651,104.37037037037037,96.44444444444444,0.48148148148148145,96.44444444444444,1.3703703703703705,81.14814814814815
652,104.44444444444444,96.51851851851852,0.48148148148148145,96.51851851851852,1.3703703703703705,81.18518518518519
653,104.48148148148148,96.66666666666667,0.48148148148148145,96.66666666666667,1.4074074074074074,81.18518518518519
654,104.48148148148148,96.74074074074075,0.48148148148148145,96.74074074074075,1.3333333333333333,81.18518518518519
655,104.66666666666667,96.81481481481481,0.48148148148148145,96.81481481481481,1.2962962962962963,81.18518518518519
656,104.74074074074075,97.0,0.48148148148148145,97.0,1.2962962962962963,81.18518518518519
657,104.88888888888889,97.03703703703704,0.48148148148148145,97.03703703703704,1.2962962962962963,81.18518518518519
658,105.03703703703704,97.18518518518519,0.48148148148148145,97.18518518518519,1.2222222222222223,81.18518518518519
659,105.11111111111111,97.33333333333333,0.48148148148148145,97.33333333333333,1.2222222222222223,81.22222222222223
660,105.14814814814815,97.48148148148148,0.48148148148148145,97.48148148148148,1.3333333333333333,81.25925925925925
661,105.22222222222223,97.48148148148148,0.48148148148148145,97.48148148148148,1.3333333333333333,81.29629629629629
662,105.37037037037037,97.66666666666667,0.5185185185185185,97.66666666666667,1.2222222222222223,81.29629629629629
663,105.51851851851852,97.77777777777777,0.5185185185185185,97.77777777777777,1.1481481481481481,81.29629629629629
664,105.5925925925926,97.96296296296296,0.5185185185185185,97.96296296296296,1.0740740740740742,81.33333333333333
665,105.74074074074075,98.07407407407408,0.5185185185185185,98.07407407407408,1.0740740740740742,81.37037037037037
666,105.92592592592592,98.22222222222223,0.5185185185185185,98.22222222222223,1.1111111111111112,81.37037037037037
667,106.0,98.25925925925925,0.5185185185185185,98.25925925925925,1.1111111111111112,81.37037037037037
668,106.07407407407408,98.29629629629629,0.5185185185185185,98.29629629629629,1.0740740740740742,81.37037037037037
669,106.07407407407408,98.37037037037037,0.5185185185185185,98.37037037037037,1.0740740740740742,81.37037037037037
670,106.37037037037037,98.4074074074074,0.5185185185185185,98.4074074074074,1.0740740740740742,81.37037037037037
671,106.4074074074074,98.5925925925926,0.5185185185185185,98.5925925925926,1.0740740740740742,81.37037037037037
672,106.4074074074074,98.70370370370371,0.5185185185185185,98.70370370370371,1.0740740740740742,81.37037037037037
673,106.55555555555556,98.74074074074075,0.5185185185185185,98.74074074074075,1.0740740740740742,81.37037037037037
674,106.81481481481481,98.81481481481481,0.5185185185185185,98.81481481481481,1.0740740740740742,81.44444444444444
675,107.0,98.85185185185185,0.5185185185185185,98.85185185185185,1.0740740740740742,81.44444444444444
676,107.22222222222223,98.92592592592592,0.5185185185185185,98.92592592592592,1.0740740740740742,81.48148148148148
677,107.25925925925925,98.96296296296296,0.5185185185185185,98.96296296296296,1.1111111111111112,81.51851851851852
678,107.44444444444444,99.11111111111111,0.5185185185185185,99.11111111111111,1.1111111111111112,81.51851851851852
679,107.48148148148148,99.29629629629629,0.5185185185185185,99.29629629629629,1.1481481481481481,81.51851851851852
680,107.70370370370371,99.48148148148148,0.5185185185185185,99.48148148148148,1.0740740740740742,81.51851851851852
681,107.74074074074075,99.51851851851852,0.5185185185185185,99.51851851851852,1.0740740740740742,81.51851851851852
682,107.85185185185185,99.5925925925926,0.5185185185185185,99.5925925925926,1.1111111111111112,81.51851851851852
683,107.96296296296296,99.66666666666667,0.5185185185185185,99.66666666666667,1.1481481481481481,81.51851851851852
684,108.03703703703704,99.70370370370371,0.5185185185185185,99.70370370370371,1.1481481481481481,81.51851851851852
685,108.07407407407408,99.77777777777777,0.5555555555555556,99.77777777777777,1.1111111111111112,81.51851851851852
686,108.29629629629629,99.88888888888889,0.5555555555555556,99.88888888888889,1.1111111111111112,81.51851851851852
687,108.37037037037037,99.92592592592592,0.5555555555555556,99.92592592592592,1.1111111111111112,81.51851851851852
688,108.4074074074074,99.96296296296296,0.5555555555555556,99.96296296296296,1.1111111111111112,81.51851851851852
689,108.4074074074074,100.0,0.5555555555555556,100.0,1.1111111111111112,81.55555555555556
690,108.48148148148148,100.07407407407408,0.5555555555555556,100.07407407407408,1.1481481481481481,81.55555555555556
691,108.5925925925926,100.18518518518519,0.5555555555555556,100.18518518518519,1.0740740740740742,81.55555555555556
692,108.70370370370371,100.4074074074074,0.5555555555555556,100.4074074074074,1.037037037037037,81.55555555555556
693,108.74074074074075,100.51851851851852,0.5555555555555556,100.51851851851852,1.037037037037037,81.55555555555556
694,108.88888888888889,100.5925925925926,0.5555555555555556,100.5925925925926,1.1111111111111112,81.55555555555556
695,109.03703703703704,100.66666666666667,0.5555555555555556,100.66666666666667,1.0740740740740742,81.55555555555556
696,109.18518518518519,100.70370370370371,0.5555555555555556,100.70370370370371,1.1481481481481481,81.5925925925926
697,109.33333333333333,100.70370370370371,0.5555555555555556,100.70370370370371,1.1851851851851851,81.5925925925926
698,109.51851851851852,100.81481481481481,0.5555555555555556,100.81481481481481,1.2222222222222223,81.62962962962963
699,109.5925925925926,100.88888888888889,0.5555555555555556,100.88888888888889,1.1851851851851851,81.62962962962963
700,109.5925925925926,100.96296296296296,0.5555555555555556,100.96296296296296,1.1851851851851851,81.62962962962963
701,109.66666666666667,101.11111111111111,0.5555555555555556,101.11111111111111,1.2222222222222223,81.62962962962963
702,109.85185185185185,101.18518518518519,0.5555555555555556,101.18518518518519,1.1851851851851851,81.62962962962963
703,110.0,101.29629629629629,0.5555555555555556,101.29629629629629,1.1481481481481481,81.62962962962963
704,110.03703703703704,101.4074074074074,0.5555555555555556,101.4074074074074,1.1481481481481481,81.62962962962963
705,110.11111111111111,101.62962962962963,0.5555555555555556,101.62962962962963,1.2222222222222223,81.62962962962963
706,110.25925925925925,101.77777777777777,0.5555555555555556,101.77777777777777,1.1851851851851851,81.62962962962963
707,110.33333333333333,101.92592592592592,0.5555555555555556,101.92592592592592,1.1481481481481481,81.62962962962963
708,110.33333333333333,102.07407407407408,0.5555555555555556,102.07407407407408,1.1481481481481481,81.62962962962963
709,110.51851851851852,102.14814814814815,0.5555555555555556,102.14814814814815,1.1481481481481481,81.62962962962963
710,110.5925925925926,102.29629629629629,0.5555555555555556,102.29629629629629,1.1111111111111112,81.62962962962963
711,110.74074074074075,102.4074074074074,0.5555555555555556,102.4074074074074,1.1481481481481481,81.62962962962963
712,110.81481481481481,102.4074074074074,0.5555555555555556,102.4074074074074,1.1851851851851851,81.62962962962963
713,110.92592592592592,102.44444444444444,0.5555555555555556,102.44444444444444,1.1851851851851851,81.62962962962963
714,111.07407407407408,102.5925925925926,0.5555555555555556,102.5925925925926,1.1481481481481481,81.62962962962963
715,111.22222222222223,102.66666666666667,0.5555555555555556,102.66666666666667,1.1481481481481481,81.66666666666667
716,111.29629629629629,102.88888888888889,0.5555555555555556,102.88888888888889,1.1851851851851851,81.66666666666667
717,111.4074074074074,103.0,0.5555555555555556,103.0,1.1481481481481481,81.66666666666667
718,111.55555555555556,103.18518518518519,0.5555555555555556,103.18518518518519,1.1481481481481481,81.66666666666667
719,111.70370370370371,103.18518518518519,0.5555555555555556,103.18518518518519,1.1481481481481481,81.66666666666667
720,111.81481481481481,103.29629629629629,0.5555555555555556,103.29629629629629,1.1481481481481481,81.66666666666667
721,111.96296296296296,103.37037037037037,0.5555555555555556,103.37037037037037,1.1481481481481481,81.66666666666667
722,112.11111111111111,103.48148148148148,0.5555555555555556,103.48148148148148,1.1481481481481481,81.66666666666667
723,112.18518518518519,103.5925925925926,0.5925925925925926,103.5925925925926,1.1111111111111112,81.66666666666667
724,112.29629629629629,103.70370370370371,0.5925925925925926,103.70370370370371,1.1111111111111112,81.70370370370371
725,112.37037037037037,103.96296296296296,0.5925925925925926,103.96296296296296,1.0740740740740742,81.70370370370371
726,112.48148148148148,104.03703703703704,0.5925925925925926,104.03703703703704,1.0740740740740742,81.70370370370371
727,112.55555555555556,104.11111111111111,0.6296296296296297,104.11111111111111,1.0,81.70370370370371
728,112.62962962962963,104.22222222222223,0.6296296296296297,104.22222222222223,1.0,81.70370370370371
729,112.74074074074075,104.29629629629629,0.6296296296296297,104.29629629629629,1.037037037037037,81.70370370370371
730,112.92592592592592,104.33333333333333,0.6296296296296297,104.33333333333333,1.1111111111111112,81.70370370370371
731,112.96296296296296,104.44444444444444,0.6296296296296297,104.44444444444444,1.037037037037037,81.70370370370371
732,113.14814814814815,104.62962962962963,0.6296296296296297,104.62962962962963,1.0740740740740742,81.70370370370371
733,113.29629629629629,104.70370370370371,0.6296296296296297,104.70370370370371,1.0740740740740742,81.70370370370371
734,113.33333333333333,104.74074074074075,0.6296296296296297,104.74074074074075,1.2222222222222223,81.70370370370371
735,113.51851851851852,104.92592592592592,0.6296296296296297,104.92592592592592,1.2222222222222223,81.70370370370371
736,113.62962962962963,105.03703703703704,0.6296296296296297,105.03703703703704,1.1851851851851851,81.77777777777777
737,113.77777777777777,105.18518518518519,0.6296296296296297,105.18518518518519,1.1481481481481481,81.77777777777777
738,113.85185185185185,105.18518518518519,0.6296296296296297,105.18518518518519,1.1851851851851851,81.77777777777777
739,113.96296296296296,105.29629629629629,0.6296296296296297,105.29629629629629,1.1851851851851851,81.77777777777777
740,114.11111111111111,105.33333333333333,0.6666666666666666,105.33333333333333,1.0740740740740742,81.77777777777777
741,114.22222222222223,105.44444444444444,0.6666666666666666,105.44444444444444,1.0740740740740742,81.77777777777777
742,114.37037037037037,105.51851851851852,0.6666666666666666,105.51851851851852,1.1111111111111112,81.77777777777777
743,114.37037037037037,105.62962962962963,0.6666666666666666,105.62962962962963,1.1111111111111112,81.77777777777777
744,114.44444444444444,105.74074074074075,0.6666666666666666,105.74074074074075,1.1111111111111112,81.81481481481481
745,114.55555555555556,105.88888888888889,0.6666666666666666,105.88888888888889,1.0740740740740742,81.85185185185185
746,114.62962962962963,106.0,0.6666666666666666,106.0,1.0,81.85185185185185
747,114.81481481481481,106.22222222222223,0.6666666666666666,106.22222222222223,1.0,81.85185185185185
748,114.92592592592592,106.22222222222223,0.6666666666666666,106.22222222222223,1.0740740740740742,81.85185185185185
749,114.96296296296296,106.29629629629629,0.6666666666666666,106.29629629629629,1.0740740740740742,81.85185185185185
750,115.07407407407408,106.44444444444444,0.6666666666666666,106.44444444444444,1.037037037037037,81.85185185185185
751,115.07407407407408,106.51851851851852,0.6666666666666666,106.51851851851852,1.037037037037037,81.85185185185185
752,115.14814814814815,106.55555555555556,0.7037037037037037,106.55555555555556,0.9629629629629629,81.85185185185185
753,115.29629629629629,106.70370370370371,0.7037037037037037,106.70370370370371,0.9629629629629629,81.85185185185185
754,115.37037037037037,106.81481481481481,0.7407407407407407,106.81481481481481,0.8518518518518519,81.85185185185185
755,115.44444444444444,107.0,0.7407407407407407,107.0,0.8148148148148148,81.85185185185185
756,115.62962962962963,107.03703703703704,0.7407407407407407,107.03703703703704,0.8148148148148148,81.85185185185185
757,115.66666666666667,107.11111111111111,0.7407407407407407,107.11111111111111,0.8518518518518519,81.85185185185185
